feature,b,q_eff,I_raw,I_mm,I_null_mean,I_null_p95,perm_p,I_corrected,NMI_corrected,I_corrected_mmnull,I_null_mm_mean
F2,8,256,4.51598108969856,4.0919849987248575,4.456552076085321,4.460606905354397,0.0,0.0,0.0,0.07210469769284167,4.019880301032016
F3,1,2,0.34734921178715084,0.31239007888025583,0.06303573589356393,0.06788589954841315,0.0,0.2493543429866919,0.02525505184868727,0.290957487976032,0.021432590904223857
F3,2,4,0.6502419986171741,0.5604676560443238,0.20023153249385167,0.20951779610525856,0.0,0.36023612355047213,0.036485356016128574,0.4798201231951064,0.08064753284921738
F3,3,8,0.970212215824727,0.8036788114181874,0.5008494696346004,0.514075222875238,0.0,0.302829341783587,0.03067109494241495,0.5269495887629776,0.27672922265520983
F3,4,16,1.4193089287598113,1.1673988363646437,1.0227758215889176,1.0352573500759863,0.0,0.14462301477572614,0.014647676446803905,0.461586856282479,0.7058119800821647
F3,5,32,2.0167915154187863,1.6906987648857363,1.7367345419911533,1.7464013343228488,0.0,0.0,0.0,0.33355621827482596,1.3571425466109104
F3,6,64,2.761961567625047,2.3846516884494964,2.580737908458062,2.5894429667345253,0.0,0.0,0.0,0.21882827004118566,2.1658234184083107
F3,7,128,3.6083861775120774,3.1999373502199653,3.4987100740340207,3.5046213006575697,0.0,0.0,0.0,0.13319800290947104,3.0667393473104942
F3,8,256,4.519527680018925,4.096730949386373,4.456765513463162,4.461478513940371,0.0,0.0,0.0,0.07658435027999744,4.020146599106376
F4,1,2,0.37314273168091283,0.33951622137529824,0.06298912146907343,0.06733747772573712,0.0,0.2765270999062248,0.02800715705228986,0.31813068910309866,0.021385532272199602
F4,2,4,0.6845873833145273,0.5983222802583796,0.20024842622366928,0.20823373172819587,0.0,0.39807385403471035,0.04031762873201663,0.5176791756409652,0.08064310461741442
F4,3,8,0.9943833616360269,0.8314036174995643,0.5000987075250591,0.5126297776045974,0.0,0.3313049099745051,0.03355515119132034,0.5555606402516925,0.27584297724787177
F4,4,16,1.4359847528918195,1.187761583026857,1.021445568820811,1.0333008785395543,0.0,0.16631601420604603,0.016844782054848243,0.4834981837156419,0.7042633993112152
F4,5,32,2.023687797067412,1.699682821943032,1.7375414679111498,1.7486028819298358,0.0,0.0,0.0,0.3415358991633688,1.3581469227796632
