feature,b,q_eff,I_raw,I_mm,I_null_mean,I_null_p95,perm_p,I_corrected,NMI_corrected,I_corrected_mmnull,I_null_mm_mean
F4,7,128,3.6117851022257756,3.213856108142936,3.4974263335494733,3.507076001434052,0.0,0.0,0.0,0.1386579550668352,3.075198153076101
F4,8,256,4.525442566258672,4.123445524838555,4.454575834275737,4.461199523686561,0.0,0.0,0.0,0.0858303661052231,4.037615158733332
F5,1,2,0.3507207175899012,0.31608067814216945,0.0625414436722667,0.07201060786254007,0.0,0.25353923446990273,0.030180082501232365,0.2950672177046176,0.021013460437551874
F5,2,4,0.6186332737204445,0.52790349068297,0.19967240381096374,0.21465316855702704,0.0,0.3282310868720063,0.03907103885510173,0.4476258107378834,0.08027767994508668
F5,3,8,0.9536628948678221,0.7865031315542126,0.49870848213805635,0.5201527290751187,0.0,0.28779464941615623,0.03425768118671157,0.5116525143076756,0.2748506172465371
F5,4,16,1.3988007494229056,1.1463352661881903,1.0210240660543077,1.0405191119010988,0.0,0.12531120013388253,0.014916438342476572,0.4414662790293472,0.704868987158843
F5,5,32,1.9899962335555017,1.6628266083089525,1.736903451479101,1.7544405465449258,0.0,0.0,0.0,0.3030255976582541,1.3598010106506984
F5,6,64,2.735079566908599,2.3576140836738855,2.5790354769510837,2.5925421015472856,0.0,0.0,0.0,0.18890343413897437,2.168710649534911
F5,7,128,3.589905154399297,3.187908112979178,3.4971536436918793,3.509036301606743,0.0,0.0,0.0,0.11305168329124404,3.074856429687934
F5,8,256,4.505405691325873,4.099587150891949,4.454738181708523,4.4619935575248375,0.0,0.0,0.0,0.06176834788164953,4.0378188030103
HNR,1,2,0.40243395660158754,0.3700128520650985,0.0633507210580822,0.07121621266848192,0.0,0.3066621310070163,0.036503574814154206,0.3481814850504097,0.021831367014688786
HNR,2,4,0.7194641086035141,0.6366238719171236,0.2002551154031247,0.21729246133465735,0.0,0.43636875651399887,0.05194322330462038,0.5556969123325386,0.08092695958458494
HNR,3,8,1.038096859237811,0.8807990288630574,0.4981900075382212,0.5164495996393479,0.0,0.3826090213248362,0.04554392480296803,0.6066265262558033,0.2741725026072542
HNR,4,16,1.4442536626754698,1.1998009999535757,1.0214404597166402,1.0404192140382151,0.0,0.17836054023693548,0.02123117485374473,0.49438125029610824,0.7054197496574675
HNR,5,32,2.0143651099588755,1.6922497253434905,1.735225316865058,1.7507613402698476,0.0,0.0,0.0,0.33447448244292977,1.3577752429005607
HNR,6,64,2.7479945778480133,2.3737342228184275,2.580116614659862,2.5951744959926373,0.0,0.0,0.0,0.2036669178232584,2.170067304995169
HNR,7,128,3.5933814525921246,3.1932335235980425,3.4964487935470188,3.5065768615795685,0.0,0.0,0.0,0.11925637699382463,3.073977146604218
HNR,8,256,4.506896351499712,4.102433826844882,4.454799444328686,4.461028756458437,0.0,0.0,0.0,0.06453403734854124,4.037899789496341
LHR,1,2,0.42351409510581206,0.3931886513188285,0.06282917866152576,0.07047373486009026,0.0,0.33035947265730276,0.03932439159054324,0.3718843740379742,0.021304277280854312
LHR,2,4,0.8012881702838772,0.7232556259051801,0.1991051827533748,0.21397681779149025,0.0,0.5241504431518054,0.06239233012773346,0.6435809165245856,0.07967470938059447
LHR,3,8,1.1249329122264147,0.9762642731731592,0.498770170965435,0.5167521593210361,0.0,0.4774941022077242,0.05683858527304846,0.701374156448356,0.2748901167248033
LHR,4,16,1.5383644992412968,1.3058694302077658,1.0190384724498471,1.0383831920251203,0.0,0.28683095775791867,0.034142967999176044,0.6033854449374072,0.7024839852703586
LHR,5,32,2.1039960561487607,1.7963037484564524,1.73456249600903,1.7544048760070954,0.0,0.061741252447422346,0.007349379659083168,0.439330626214681,1.3569731222417714
LHR,6,64,2.815973579800776,2.45465701175344,2.5794512130365104,2.594290889456065,0.0,0.0,0.0,0.2854276922080534,2.1692293195453867
