feature,b,q,q_eff,N,n_spk,I_raw,I_mm,I_null_mean,I_null_p95,I_corrected,NMI_corrected,perm_p,deficient
SQ,3,8,8,5824,629,1.1887396852762393,0.9409003328707778,0.6461623804183136,0.6624665192008269,0.29473795245246415,0.03169495207222811,0.0,False
SQ,4,16,16,5824,629,1.6532894163246947,1.2839456137894192,1.241221356352207,1.256924949787083,0.0427242574372122,0.004594397431774161,0.0,False
SQ,5,32,32,5824,629,2.271512270959457,1.7999858268777018,2.0085580348626313,2.0210795952367087,0.0,0.0,0.0,False
SQ,6,64,64,5824,629,3.0275548412780804,2.4855533389660867,2.8824966419004046,2.8936678034337655,0.0,0.0,0.0,False
SQ,7,128,128,5824,629,3.895351933250092,3.3194134081699342,3.812409513299016,3.8202059920406035,0.0,0.0,0.0,False
SQ,8,256,253,5824,629,4.794082603487535,4.210588755820304,4.746607829328418,4.752530172917102,0.0,0.0,0.0,True
SSPF,1,2,2,5955,630,0.48130785846676005,0.42994743047877343,0.08145482657587637,0.08992244754361653,0.34849260390289705,0.037475514389378566,0.0,False
SSPF,2,4,4,5955,630,0.8279767159379663,0.6964261857611893,0.26273555641382507,0.2746006751227823,0.43369062934736424,0.0466373726117138,0.0,False
SSPF,3,8,8,5955,630,1.1514445079556275,0.9014258207688247,0.6395659744152035,0.6543257008511956,0.26185984635362125,0.028159370758869682,0.0,False
SSPF,4,16,16,5955,630,1.6085743924301212,1.2310025668674933,1.2371104425188704,1.255636421052729,0.0,0.0,0.0,False
SSPF,5,32,32,5955,630,2.2374891166519415,1.755621705009935,2.0074640387652143,2.019749168383393,0.0,0.0,0.0,False
SSPF,6,64,64,5955,630,3.0148704095776626,2.466622067422881,2.8842207256100436,2.8954407641949604,0.0,0.0,0.0,False
SSPF,7,128,128,5955,630,3.8933150610425926,3.3119973867163006,3.8199029029877023,3.827392343885161,0.0,0.0,0.0,False
SSPF,8,256,256,5955,630,4.821592713176052,4.230826658229329,4.786909650012232,4.792369225872613,0.0,0.0,0.0,False
VOT,1,2,2,5679,630,0.13527547229419845,0.05677700995317192,0.0850225735957724,0.0924975647676284,0.0,0.0,0.0,False
VOT,2,4,4,5679,630,0.3181230432488036,0.10587234653059105,0.27741281055834566,0.2929528500906325,0.0,0.0,0.0,False
VOT,3,8,8,5679,630,0.7063700607218628,0.34753809290082727,0.6690127917625114,0.6869398932155087,0.0,0.0,0.0,False
VOT,4,16,16,5679,630,1.30056108529274,0.8233463231321629,1.2806495413045218,1.2970879970173286,0.0,0.0,0.025,False
VOT,5,32,32,5679,630,2.068128329471369,1.5169878309313787,2.060162588664595,2.0722584641746784,0.0,0.0,0.145,False
VOT,6,64,64,5679,630,2.9513637093572225,2.3651656451115306,2.940267685318022,2.950439872741616,0.0,0.0,0.02,False
VOT,7,128,128,5679,630,3.8836332802114715,3.284733199405743,3.8722923688616504,3.8798057237515833,0.0,0.0,0.005,False
VOT,8,256,255,5679,630,4.816440175465495,4.221477719793378,4.808789710099225,4.814331443514408,0.0,0.0,0.005,True
VTLE,1,2,2,6300,630,0.6075719979647207,0.5704741254847188,0.07603606635048737,0.08415190344091394,0.4944380591342314,0.05316991061567624,0.0,False
VTLE,2,4,4,6300,630,1.1005839006743123,1.0101292116027027,0.24540184372377408,0.2580184563833776,0.7647273678789287,0.08223575237448576,0.0,False
VTLE,3,8,8,6300,630,1.4239685486570934,1.2340137016067132,0.6032467816792865,0.6211674742645288,0.6307669199274267,0.06783017636342947,0.0,False
VTLE,4,16,16,6300,630,1.8206904099543415,1.5089079816733377,1.1851488051790715,1.2019114341784802,0.3237591764942662,0.03481577956467892,0.0,False
VTLE,5,32,32,6300,630,2.3523306114844296,1.920209096856259,1.9440067735976174,1.9562953123863345,0.0,0.0,0.0,False
VTLE,6,64,64,6300,630,3.0477008681227655,2.529704648679776,2.8144905311468484,2.8238602052533914,0.0,0.0,0.0,False
VTLE,7,128,128,6300,630,3.8612688534259956,3.2902593162106575,3.746079151230097,3.753001826924215,0.0,0.0,0.0,False
VTLE,8,256,256,6300,630,4.763034924446611,4.173247451778432,4.711223037091652,4.717152599045665,0.0,0.0,0.0,False
alpha_ratio,1,2,2,6300,630,0.4199525173100227,0.36613770229273596,0.07664162152798489,0.08477983000286073,0.2894960807647511,0.031131261951806204,0.0,False
alpha_ratio,2,4,4,6300,630,0.7507200382445927,0.6125190132959435,0.2463176839006162,0.25949975609599624,0.3662013293953273,0.03937984059193419,0.0,False
alpha_ratio,3,8,8,6300,630,1.1064597877497135,0.8537591563813054,0.603962672917336,0.6185940272837651,0.24979648346396943,0.026862124491682307,0.0,False
alpha_ratio,4,16,16,6300,630,1.5672020231234747,1.189811320363949,1.1854041976299028,1.2002183538666278,0.004407122734046309,0.00047392452403818977,0.0,False
alpha_ratio,5,32,32,6300,630,2.197569925685656,1.7188470712446433,1.9444793985707072,1.958137611345953,0.0,0.0,0.0,False
alpha_ratio,6,64,64,6300,630,2.956728097790476,2.4088474810719296,2.813194156881,2.8249064878943226,0.0,0.0,0.0,False
alpha_ratio,7,128,128,6300,630,3.8230895954874278,3.238683604320978,3.7457626342284294,3.752802089523713,0.0,0.0,0.0,False
alpha_ratio,8,256,256,6300,630,4.7521992637312955,4.158633304051265,4.711283020375322,4.7166434929944385,0.0,0.0,0.0,False
dCPP,1,2,2,6300,630,0.7628548174039693,0.7386954004494002,0.07691474865610305,0.0839315910598386,0.6617806517932971,0.07116527025578538,0.0,False
dCPP,2,4,4,6300,630,1.3122040253186942,1.2432752622539993,0.2470307634833333,0.26039873624457305,0.996244498770666,0.10713218768746721,0.0,False
dCPP,3,8,8,6300,630,1.692634971554213,1.5449304792727239,0.6045310266243936,0.6235006114154727,0.9403994526483302,0.10112683260648465,0.0,False
dCPP,4,16,16,6300,630,2.0602288832393736,1.8002002770601009,1.1859824531545116,1.2014761242848082,0.6142178239055893,0.06605055212133112,0.0,False
dCPP,5,32,32,6300,630,2.535008236455461,2.152007052981367,1.945392974369408,1.958484668881172,0.20661407861195902,0.022218459701452208,0.0,False
dCPP,6,64,64,6300,630,3.157448696743348,2.6715123670978906,2.8141355303480795,2.822690256842752,0.0,0.0,0.0,False
dCPP,7,128,128,6300,630,3.9421937432667047,3.3969466174958125,3.745669830297471,3.7528342176001557,0.0,0.0,0.0,False
dCPP,8,256,256,6300,630,4.820766130304184,4.250214591514525,4.7114826933713845,4.71685311224016,0.0,0.0,0.0,False
jitter,1,2,2,6300,630,0.3110478584075924,0.2481875744831447,0.07629458972347754,0.08289185742608503,0.1718929847596672,0.018484690784396265,0.0,False
jitter,2,4,4,6300,630,0.5848415647594702,0.4252291134103262,0.24716312500580856,0.25870053894525036,0.17806598840451765,0.019148511147662105,0.0,False
jitter,3,8,8,6300,630,0.92966251357789,0.642726499889974,0.6051374008246693,0.622093115187005,0.03758909906530472,0.004042182838686905,0.0,False
jitter,4,16,16,6300,630,1.4297238737489035,1.0185557870955488,1.1848757803522576,1.1997841982627315,0.0,0.0,0.0,False
jitter,5,32,32,6300,630,2.0947809630917575,1.5878912054714844,1.9439949053612722,1.9563333665205809,0.0,0.0,0.0,False
jitter,6,64,64,6300,630,2.9070375814319345,2.3440430166659794,2.814213150117688,2.8222946727163185,0.0,0.0,0.0,False
jitter,7,128,128,6300,630,3.7947812046078866,3.201100745321436,3.746311589474187,3.75254867017784,0.0,0.0,0.0,False
jitter,8,256,256,6300,630,4.73751206928479,4.13890812692229,4.711283564601578,4.716964843986467,0.0,0.0,0.0,False
semitone_SD_F0,1,2,2,6300,630,0.3168729536985353,0.2545851678061864,0.07636039628887095,0.08450489867979245,0.17822477151731544,0.019165586054738476,0.0,False
semitone_SD_F0,2,4,4,6300,630,0.6295457568724938,0.4746277893865599,0.24722590880105397,0.2607796548279273,0.22740188058550595,0.02445389759384512,0.0,False
semitone_SD_F0,3,8,8,6300,630,0.9731627757560748,0.6933257376661839,0.6042660237556393,0.6192488494533264,0.08905971391054457,0.009577128905434443,0.0,False
semitone_SD_F0,4,16,16,6300,630,1.4712291375508197,1.069564518230305,1.1871850095529524,1.2014537651483277,0.0,0.0,0.0,False
semitone_SD_F0,5,32,32,6300,630,2.1210884972238304,1.6206107175630637,1.9451143320256967,1.9577727507471656,0.0,0.0,0.0,False
semitone_SD_F0,6,64,64,6300,630,2.9193751910392933,2.3591286168274124,2.8140559308516053,2.8251801481116328,0.0,0.0,0.0,False
semitone_SD_F0,7,128,128,6300,630,3.798499604919826,3.205620642878314,3.746697864672497,3.753664674643414,0.0,0.0,0.0,False
semitone_SD_F0,8,256,256,6300,630,4.7421603569856075,4.144701410687305,4.711601413986495,4.71720449081255,0.0,0.0,0.0,False
shimmer,1,2,2,6300,630,0.4583757570185085,0.4063929357039379,0.07610537913046493,0.08343516346228803,0.330287556573473,0.03551781570219711,0.0,False
shimmer,2,4,4,6300,630,0.7778505531259974,0.6449165100726572,0.24716460071246002,0.2611605319272055,0.3977519093601971,0.042772665002624326,0.0,False
shimmer,3,8,8,6300,630,1.0992620620385534,0.8467904298829847,0.6040243526431284,0.6177632016102563,0.24276607723985633,0.026106102450857763,0.0,False
shimmer,4,16,16,6300,630,1.5516000094196318,1.1740948070536863,1.1857987257169906,1.2012974432225334,0.0,0.0,0.0,False
shimmer,5,32,32,6300,630,2.1820897557376817,1.7029089028709903,1.9445614862081322,1.957706896187898,0.0,0.0,0.0,False
shimmer,6,64,64,6300,630,2.9577259276225387,2.4113338057874487,2.8133752677785715,2.8231573529723146,0.0,0.0,0.0,False
shimmer,7,128,128,6300,630,3.8218555577872984,3.2373350670144285,3.7454055672717756,3.752770176628571,0.0,0.0,0.0,False
shimmer,8,256,256,6300,630,4.746047694286506,4.15019174247808,4.711289789680888,4.71665337483966,0.0,0.0,0.0,False
spectral_entropy,1,2,2,6300,630,0.5131616273094242,0.46495729300670563,0.0762447912095225,0.08431425042504018,0.38871250179718314,0.04180060291463357,0.0,False
spectral_entropy,2,4,4,6300,630,0.8586928417385682,0.736178262869426,0.2466519727955181,0.25948447702905747,0.4895262900739079,0.05264171842440452,0.0,False
spectral_entropy,3,8,8,6300,630,1.1792374063516515,0.9442842139783061,0.6054090733499641,0.6198840197850928,0.338875140628342,0.036441290479607064,0.0,False
spectral_entropy,4,16,16,6300,630,1.6027094045352737,1.2361961643856252,1.1874169641089554,1.2043575721656032,0.04877920027666982,0.005245522003617829,0.0,False
spectral_entropy,5,32,32,6300,630,2.2133124373640136,1.7419175577338657,1.9443320097196186,1.956958732422824,0.0,0.0,0.0,False
spectral_entropy,6,64,64,6300,630,2.967755624607886,2.4237679945076107,2.813209306652768,2.823005521527834,0.0,0.0,0.0,False
spectral_entropy,7,128,128,6300,630,3.8307761500000304,3.248431151749136,3.7465678300693774,3.7554577048018682,0.0,0.0,0.0,False
spectral_entropy,8,256,256,6300,630,4.75598883563303,4.163109873591518,4.711448674998417,4.7166494841650906,0.0,0.0,0.0,False
spectral_flux,1,2,2,6300,630,0.21051401622939814,0.14318824765457985,0.076045683327135,0.08298417755570524,0.06714256432744485,0.007220245443986647,0.0,False
spectral_flux,2,4,4,6300,630,0.44394842560224745,0.26750453210939884,0.24575319085517455,0.2593479239337804,0.021751341254224288,0.002339053090458399,0.0,False
spectral_flux,3,8,8,6300,630,0.8025107527107771,0.4922168193132302,0.6047799069531304,0.6214152088258104,0.0,0.0,0.0,False
spectral_flux,4,16,16,6300,630,1.3334405439441674,0.8986855383683425,1.186141888587003,1.2041452032948996,0.0,0.0,0.0,False
spectral_flux,5,32,32,6300,630,2.0408218069175383,1.5184746024305977,1.9444798182128549,1.95687841959572,0.0,0.0,0.0,False
spectral_flux,6,64,64,6300,630,2.86638060278314,2.2897605848532336,2.8130964158937024,2.8241096387883986,0.0,0.0,0.0,False
spectral_flux,7,128,128,6300,630,3.7648559149232863,3.1608704910590575,3.7461518949899846,3.754453432082603,0.0,0.0,0.0,False
spectral_flux,8,256,256,6300,630,4.7187819105546325,4.113422491413367,4.711149181020203,4.7162062092639365,0.0,0.0,0.015,False
spectral_kurtosis,1,2,2,6300,630,0.3563415338002436,0.2973742364940677,0.07613170088173792,0.08387376890238628,0.22124253561232976,0.02379154603003481,0.0,False
spectral_kurtosis,2,4,4,6300,630,0.6380374248020146,0.4875849419664513,0.24699463993247725,0.2622243605007079,0.24059030203397405,0.025872128202558325,0.0,False
spectral_kurtosis,3,8,8,6300,630,0.9836009427845482,0.7092598858028056,0.6050173780737771,0.6200528208383489,0.10424250772902854,0.011209826419939239,0.0,False
spectral_kurtosis,4,16,16,6300,630,1.4781841290698576,1.0802979967611952,1.185395739188225,1.200562810882994,0.0,0.0,0.0,False
spectral_kurtosis,5,32,32,6300,630,2.1312600756360958,1.6338737853486627,1.9434239241059306,1.9570802508780554,0.0,0.0,0.0,False
spectral_kurtosis,6,64,64,6300,630,2.9249335978295594,2.365946519288296,2.813501301925503,2.8224761262872664,0.0,0.0,0.0,False
spectral_kurtosis,7,128,128,6300,630,3.810818595471325,3.2216036208352454,3.745805388253927,3.7534211371427606,0.0,0.0,0.0,False
spectral_kurtosis,8,256,256,6300,630,4.743899185309793,4.14701273704359,4.7112369027067205,4.716976826327771,0.0,0.0,0.0,False
spectral_rolloff,1,2,2,6300,630,0.4041724898647665,0.34875468035760315,0.07592716690772866,0.08349481000191776,0.2728275134498745,0.029338790240030544,0.0,False
spectral_rolloff,2,4,4,6300,630,0.705775111916882,0.5648260964141587,0.24565250035343733,0.2594886183381549,0.3191735960607214,0.034322664406433424,0.0,False
spectral_rolloff,3,8,8,6300,630,1.033303332801676,0.7672062474821562,0.6027492173370507,0.6192678236669142,0.1644570301451055,0.01768505767587147,0.0,False
spectral_rolloff,4,16,16,6300,630,1.5031778895126973,1.1103297398865042,1.1874996948217038,1.2014971745342853,0.0,0.0,0.0,False
spectral_rolloff,5,32,32,6300,630,2.155622606343295,1.6653352916538868,1.9445857057576967,1.9583852297937667,0.0,0.0,0.0,False
spectral_rolloff,6,64,64,6300,630,2.931201577932418,2.37438999191313,2.813545574016358,2.823664668845054,0.0,0.0,0.0,False
spectral_rolloff,7,128,128,6300,630,3.8103030626998162,3.220744589244477,3.746013892847169,3.754337332480733,0.0,0.0,0.0,False
spectral_rolloff,8,256,256,6300,630,4.7470458719146436,4.151075420499798,4.711195467653299,4.716323198883437,0.0,0.0,0.0,False
spectral_skewness,1,2,2,6300,630,0.35701216358394383,0.2978158670649284,0.07613214173297428,0.08275001056993556,0.22168372533195413,0.023838989825114135,0.0,False
spectral_skewness,2,4,4,6300,630,0.6370852727099496,0.48422829813957136,0.24657652274763067,0.2593404942787928,0.23765177539194068,0.02555613068575657,0.0,False
spectral_skewness,3,8,8,6300,630,0.9911917419645881,0.7166216857700061,0.6036883731007154,0.6206955725930736,0.11293331266929063,0.012144401162549341,0.0,False
spectral_skewness,4,16,16,6300,630,1.4694122962000744,1.0668316800282018,1.1849914387908265,1.1993660723154904,0.0,0.0,0.0,False
spectral_skewness,5,32,32,6300,630,2.1266030137245657,1.626697732095898,1.9442348673409362,1.9595211698976835,0.0,0.0,0.0,False
spectral_skewness,6,64,64,6300,630,2.922329873557379,2.3623122985583374,2.813827686426971,2.8241478531717905,0.0,0.0,0.0,False
spectral_skewness,7,128,128,6300,630,3.8044232789545838,3.212689312977269,3.7458307712423538,3.753540960555803,0.0,0.0,0.0,False
spectral_skewness,8,256,256,6300,630,4.742218218569194,4.144415773451632,4.711285447875342,4.716835138728204,0.0,0.0,0.0,False
speech_rate,1,2,2,6300,630,0.27414109580831436,0.21025031542608885,0.07652271857919801,0.08392313773255307,0.13372759684689084,0.014380536125492827,0.0,False
speech_rate,2,4,4,6300,630,0.5280804841951205,0.3601095615773341,0.24677719664964598,0.26166604128886223,0.11333236492768811,0.012187313661937293,0.0,False
speech_rate,3,8,8,6300,630,0.871858890096135,0.5741599134047617,0.6035282149451304,0.6213930023970093,0.0,0.0,0.0,False
speech_rate,4,16,16,6300,630,1.3760426702329198,0.9511346308091941,1.1860945344177518,1.202835273021367,0.0,0.0,0.0,False
speech_rate,5,32,32,6300,630,2.0623315156766573,1.5453657926914455,1.9439034139424896,1.9550108878764323,0.0,0.0,0.0,False
speech_rate,6,64,64,6300,630,2.8850965574579153,2.3138580210297377,2.814015839348718,2.8252055375542304,0.0,0.0,0.0,False
speech_rate,7,128,128,6300,630,3.788958250903665,3.19264430066956,3.7466024795527746,3.754087165108576,0.0,0.0,0.0,False
speech_rate,8,256,256,6300,630,4.7354624872128515,4.135828048392574,4.711314018153267,4.716352712508428,0.0,0.0,0.0,False
