feature,b,q_eff,N,I_raw,I_mm,I_null_mean,perm_p,I_corrected,NMI_corrected
SSPF,3,8,47115,1.5691308245519817,1.3503788347398196,1.2234806255488646,0.0,0.12689820919095496,0.009482694405259557
SSPF,4,16,47115,2.291706164539921,2.0166026943075117,2.016994704606782,0.0,0.0,0.0
SSPF,5,32,47115,3.089247139988185,2.7705482118336686,2.9071179918206385,0.0,0.0,0.0
SSPF,6,64,47115,3.9561458916100136,3.608592034027506,3.846010039020308,0.0,0.0,0.0
SSPF,7,128,47115,4.8584002449277754,4.493887881561545,4.794866499734479,0.0,0.0,0.0
SSPF,8,245,47115,5.740794888598529,5.36776082301432,5.703755138697395,0.0,0.0,0.0
CPP,1,2,53380,0.6195325005387069,0.5739161648324504,0.16733026576730117,0.0,0.4065858990651493,0.03038285453280717
CPP,2,4,53380,1.1473913741167348,1.0372190249222815,0.5370558257828585,0.0,0.500163199139423,0.037375584733895455
CPP,3,8,53380,1.6627524813635084,1.4717258796400188,1.140768267342952,0.0,0.33095761229706677,0.024731396278294786
CPP,4,16,53380,2.27377708524946,2.007347710951972,1.9185924886869596,0.0,0.08875522226501253,0.006632391859395862
CPP,5,32,53380,3.0182873016352403,2.697530463868288,2.800610641549746,0.0,0.0,0.0
CPP,6,64,53380,3.8656693300600082,3.510658089895152,3.7399525779107305,0.0,0.0,0.0
CPP,7,128,53380,4.779583026211796,4.405173134866722,4.709138922334456,0.0,0.0,0.0
CPP,8,256,53380,5.731802918013901,5.347220677474372,5.6935650793956345,0.0,0.0,0.0
dCPP,1,2,53380,0.593326735277099,0.5446006206274188,0.1673184219928686,0.0,0.37728219863455015,0.02819308339341704
dCPP,2,4,53380,1.0871954876227896,0.968415045509639,0.5368200253253302,0.0,0.43159502018430873,0.03225170559405615
dCPP,3,8,53380,1.600590854781796,1.3992139345869674,1.1412566737116365,0.0,0.2579572608753309,0.019276315167045994
dCPP,4,16,53380,2.2236044792871326,1.9473399607408641,1.9187053742017,0.0,0.028634586539164175,0.002139770413649045
dCPP,5,32,53380,2.984051867570159,2.656026389863154,2.800662909379132,0.0,0.0,0.0
dCPP,6,64,53380,3.844572003155424,3.48495229539971,3.739915055481936,0.0,0.0,0.0
dCPP,7,128,53380,4.766741425446657,4.389399724435041,4.709082747147131,0.0,0.0,0.0
dCPP,8,256,53380,5.724318893811509,5.3380037945233845,5.693554352504719,0.0,0.0,0.0
RMS,1,2,53380,0.684685591361827,0.6467500349736675,0.16745121177852462,0.0,0.47929882319514283,0.0358164571284118
RMS,2,4,53380,1.267707190737788,1.1740578838812876,0.5369942139339711,0.0,0.6370636699473166,0.047605715930261805
RMS,3,8,53380,1.8265977471084902,1.663137649693729,1.1411916778063007,0.0,0.5219459718874282,0.03900334117415949
RMS,4,16,53380,2.428658971924614,2.191266690171151,1.9187654597851849,0.0,0.2725012303859662,0.02036313915918943
RMS,5,32,53380,3.1325472207880942,2.834926389015896,2.8005626089078044,0.0,0.034363780108091824,0.0025678945940381223
RMS,6,64,53380,3.943488739345989,3.605281545640482,3.740042886858356,0.0,0.0,0.0
RMS,7,128,53380,4.8268984297140225,4.462969992096937,4.709105326638516,0.0,0.0,0.0
RMS,8,256,53380,5.760837524922653,5.382858881235876,5.693572651719084,0.0,0.0,0.0
AMD,1,2,53380,0.38535178183764707,0.3132648578960975,0.16755889582726413,0.0,0.14570596206883335,0.01088813719383497
AMD,2,4,53380,0.811835581947836,0.6508108535851544,0.5370881074950308,0.0,0.11372274609012367,0.008498134488854827
AMD,3,8,53380,1.3661451010641041,1.1203320624728725,1.1406727483125059,0.0,0.0,0.0
AMD,4,16,53380,2.0783036464675337,1.7711661417841338,1.9187902839834066,0.0,0.0,0.0
AMD,5,32,53380,2.904942840200725,2.5586895618193104,2.8003634633289325,0.0,0.0,0.0
AMD,6,64,53380,3.8018092219007453,3.4319047633020183,3.7398329436797373,0.0,0.0,0.0
AMD,7,128,53380,4.745626988434886,4.3629930431370205,4.709113979029388,0.0,0.0,0.0
AMD,8,256,53380,5.713696336428795,5.324664863967197,5.693508048377469,0.0,0.0,0.0
SpeechRate,1,2,53380,0.34921586167725494,0.27325108086047045,0.16750622607256913,0.0,0.10574485478790133,0.007901972370416161
SpeechRate,2,4,53380,0.7602974920898742,0.5910955437946335,0.5372624314891146,0.0,0.053833112305518904,0.004022775074068103
SpeechRate,3,8,53380,1.3274872238208744,1.07427441003294,1.141025495779933,0.0,0.0,0.0
SpeechRate,4,16,53380,2.051241752773164,1.7382312619526346,1.918443921494416,0.0,0.0,0.0
SpeechRate,5,32,53380,2.890720231294079,2.5412260387125887,2.800312744579376,0.0,0.0,0.0
SpeechRate,6,64,53380,3.791749198655829,3.4205614879027415,3.7355694146888005,0.0,0.0,0.0
SpeechRate,7,128,53380,4.728331864802154,4.345042243221041,4.695887846002214,0.0,0.0,0.0
SpeechRate,8,253,53380,5.663917583240037,5.27532635056863,5.643419423996935,0.0,0.0,0.0
BGD,1,2,53380,0.30899672756901,0.22869511647871477,0.16758425549255204,0.0,0.061110860986162724,0.0045666177897125525
BGD,2,4,53380,0.7079032521673181,0.5307020532164017,0.5371972378791757,0.0,0.0,0.0
BGD,3,8,53380,1.2820896568264573,1.0208401251666608,1.140640501651572,0.0,0.0,0.0
BGD,4,16,53380,2.013839852356565,1.6933359182988674,1.9186312040200222,0.0,0.0,0.0
BGD,5,32,53380,2.867874394073233,2.5137904675089793,2.8002820910720256,0.0,0.0,0.0
BGD,6,64,53380,3.779058876767868,3.4044429157337746,3.7389832706733204,0.0,0.0,0.0
BGD,7,128,53380,4.724109805639504,4.338441015830586,4.701683528995238,0.0,0.0,0.0
BGD,8,256,53380,5.676397269559146,5.285726606389421,5.664355186449739,0.0,0.0,0.0
